Mod:Item:MetaData, Localized Name
mekanism:machineblock:7, Элитный Распиловка Механизм
mekanism:machineblock:8, Металлургический наполнитель
mekanism:machineblock:9, Камера очистки
mekanism:machineblock:10, Энергетическая плавильня
mekanism:machineblock:11, Телепорт
mekanism:machineblock:12, Электрическая помпа
mekanism:machineblock:13, Личный сундук
mekanism:machineblock:14, Зарядник
mekanism:machineblock:15, Логистический сортировщик
mekanism:machineblock2:0, Роторный сгуститель
mekanism:machineblock2:1, Химический окислитель
mekanism:machineblock2:2, Химический наполнитель
mekanism:machineblock2:3, Химическая инъекционная камера
mekanism:machineblock2:4, Электролитический сепаратор
mekanism:machineblock2:5, Точная лесопилка
mekanism:machineblock2:6, Химическая камера растворения
mekanism:machineblock2:7, Химический мойщик
mekanism:machineblock2:8, Химический кристаллизатор
mekanism:machineblock2:9, Сейсмический вибромеханизм
mekanism:machineblock2:10, Камера реакций под давлением
mekanism:machineblock2:11, Базовый жидкостный бак
mekanism:machineblock2:11, Продвинутый жидкостный бак
mekanism:machineblock2:11, Элитный жидкостный бак
mekanism:machineblock2:11, Совершенный жидкостный бак
mekanism:machineblock2:11, Творческий жидкостный бак
mekanism:machineblock2:12, Жидкостный снабжатель
mekanism:machineblock2:13, Лазер
mekanism:machineblock2:14, Усилитель лазера
mekanism:machineblock2:15, Лазерный притягиватель
mekanism:machineblock3:0, Квантовый телепорт
mekanism:machineblock3:1, Солнечный активатор нейтронов
mekanism:machineblock3:3, Унификатор словаря руд
mekanism:machineblock3:4, Устойчивый нагреватель
mekanism:machineblock3:5, Формульный сборщик
mekanism:machineblock3:6, Твердотопливный нагреватель
mekanism:oreblock:0, Осмиевая руда
mekanism:oreblock:1, Медная руда
mekanism:oreblock:2, Оловянная руда
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:transmitter:0, Базовый универсальный провод
mekanism:transmitter:0, Продвинутый универсальный провод
mekanism:transmitter:0, Элитный универсальный провод
mekanism:transmitter:0, Совершенный универсальный провод
mekanism:transmitter:1, Базовая механическая труба
mekanism:transmitter:1, Продвинутая механическая труба
mekanism:transmitter:1, Элитная механическая труба
mekanism:transmitter:1, Совершенная механическая труба
mekanism:transmitter:2, Базовая герметичная труба
mekanism:transmitter:2, Продвинутая герметичная труба
mekanism:transmitter:2, Элитная герметичная труба
mekanism:transmitter:2, Совершенная герметичная труба
mekanism:transmitter:3, Базовый логистический транспортер
mekanism:transmitter:3, Продвинутый логистический транспортер
mekanism:transmitter:3, Элитный логистический транспортер
mekanism:transmitter:3, Совершенный логистический транспортер
mekanism:transmitter:4, Ограничительный транспортер
mekanism:transmitter:5, Отклоняющий транспортер
mekanism:transmitter:6, Базовый теплопровод
mekanism:transmitter:6, Продвинутый теплопровод
mekanism:transmitter:6, Элитный теплопровод
mekanism:transmitter:6, Совершенный теплопровод
mekanism:obsidiantnt, Обсидиановый динамит
mekanism:boundingblock, Скреплённый блок
mekanism:gastank:0, Базовый газовый баллон
mekanism:gastank:0, Продвинутый газовый баллон
mekanism:gastank:0, Элитный газовый баллон
mekanism:gastank:0, Совершенный газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:cardboardbox, Картонная коробка
mekanism:glowpanel:0, §8Черный Cветящийся полублок
mekanism:glowpanel:1, §cКрасный Cветящийся полублок
mekanism:glowpanel:2, §2Зеленый Cветящийся полублок
mekanism:glowpanel:3, §6Коричневый Cветящийся полублок
mekanism:glowpanel:4, §1Синий Cветящийся полублок
mekanism:glowpanel:5, §5Фиолетовый Cветящийся полублок
mekanism:glowpanel:6, §3Темно-Голубой Cветящийся полублок
mekanism:glowpanel:7, §7Светло-Серый Cветящийся полублок
mekanism:glowpanel:8, §8Серый Cветящийся полублок
mekanism:glowpanel:9, §dРозовый Cветящийся полублок
mekanism:glowpanel:10, §aСветло-Зеленый Cветящийся полублок
mekanism:glowpanel:11, §eЖелтый Cветящийся полублок
mekanism:glowpanel:12, §9Светло-Голубой Cветящийся полублок
mekanism:glowpanel:13, §dПурпурный Cветящийся полублок
mekanism:glowpanel:14, §6Оранжевый Cветящийся полублок
mekanism:glowpanel:15, §fБелый Cветящийся полублок
mekanism:plasticblock:0, §8Черный Пластиковый блок
mekanism:plasticblock:1, §cКрасный Пластиковый блок
mekanism:plasticblock:2, §2Зеленый Пластиковый блок
mekanism:plasticblock:3, §6Коричневый Пластиковый блок
mekanism:plasticblock:4, §1Синий Пластиковый блок
mekanism:plasticblock:5, §5Фиолетовый Пластиковый блок
mekanism:plasticblock:6, §3Темно-Голубой Пластиковый блок
mekanism:plasticblock:7, §7Светло-Серый Пластиковый блок
mekanism:plasticblock:8, §8Серый Пластиковый блок
mekanism:plasticblock:9, §dРозовый Пластиковый блок
mekanism:plasticblock:10, §aСветло-Зеленый Пластиковый блок
mekanism:plasticblock:11, §eЖелтый Пластиковый блок
mekanism:plasticblock:12, §9Светло-Голубой Пластиковый блок
mekanism:plasticblock:13, §dПурпурный Пластиковый блок
mekanism:plasticblock:14, §6Оранжевый Пластиковый блок
mekanism:plasticblock:15, §fБелый Пластиковый блок
mekanism:slickplasticblock:0, §8Черный Гладкий пластиковый блок
mekanism:slickplasticblock:1, §cКрасный Гладкий пластиковый блок
mekanism:slickplasticblock:2, §2Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:3, §6Коричневый Гладкий пластиковый блок
mekanism:slickplasticblock:4, §1Синий Гладкий пластиковый блок
mekanism:slickplasticblock:5, §5Фиолетовый Гладкий пластиковый блок
mekanism:slickplasticblock:6, §3Темно-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:7, §7Светло-Серый Гладкий пластиковый блок
mekanism:slickplasticblock:8, §8Серый Гладкий пластиковый блок
mekanism:slickplasticblock:9, §dРозовый Гладкий пластиковый блок
mekanism:slickplasticblock:10, §aСветло-Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:11, §eЖелтый Гладкий пластиковый блок
mekanism:slickplasticblock:12, §9Светло-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:13, §dПурпурный Гладкий пластиковый блок
mekanism:slickplasticblock:14, §6Оранжевый Гладкий пластиковый блок
mekanism:slickplasticblock:15, §fБелый Гладкий пластиковый блок
mekanism:glowplasticblock:0, §8Черный Пластиковый светящийся блок
mekanism:glowplasticblock:1, §cКрасный Пластиковый светящийся блок
mekanism:glowplasticblock:2, §2Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:3, §6Коричневый Пластиковый светящийся блок
mekanism:glowplasticblock:4, §1Синий Пластиковый светящийся блок
mekanism:glowplasticblock:5, §5Фиолетовый Пластиковый светящийся блок
mekanism:glowplasticblock:6, §3Темно-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:7, §7Светло-Серый Пластиковый светящийся блок
mekanism:glowplasticblock:8, §8Серый Пластиковый светящийся блок
mekanism:glowplasticblock:9, §dРозовый Пластиковый светящийся блок
mekanism:glowplasticblock:10, §aСветло-Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:11, §eЖелтый Пластиковый светящийся блок
mekanism:glowplasticblock:12, §9Светло-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:13, §dПурпурный Пластиковый светящийся блок
mekanism:glowplasticblock:14, §6Оранжевый Пластиковый светящийся блок
mekanism:glowplasticblock:15, §fБелый Пластиковый светящийся блок
mekanism:reinforcedplasticblock:0, §8Черный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:1, §cКрасный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:2, §2Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:3, §6Коричневый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:4, §1Синий Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:5, §5Фиолетовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:6, §3Темно-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:7, §7Светло-Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:8, §8Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:9, §dРозовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:10, §aСветло-Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:11, §eЖелтый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:12, §9Светло-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:13, §dПурпурный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:14, §6Оранжевый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:15, §fБелый Укреплённый пластиковый блок
mekanism:roadplasticblock:0, §8Черный Пластиковый путь
mekanism:roadplasticblock:1, §cКрасный Пластиковый путь
mekanism:roadplasticblock:2, §2Зеленый Пластиковый путь
mekanism:roadplasticblock:3, §6Коричневый Пластиковый путь
mekanism:roadplasticblock:4, §1Синий Пластиковый путь
mekanism:roadplasticblock:5, §5Фиолетовый Пластиковый путь
mekanism:roadplasticblock:6, §3Темно-Голубой Пластиковый путь
mekanism:roadplasticblock:7, §7Светло-Серый Пластиковый путь
mekanism:roadplasticblock:8, §8Серый Пластиковый путь
mekanism:roadplasticblock:9, §dРозовый Пластиковый путь
mekanism:roadplasticblock:10, §aСветло-Зеленый Пластиковый путь
mekanism:roadplasticblock:11, §eЖелтый Пластиковый путь
mekanism:roadplasticblock:12, §9Светло-Голубой Пластиковый путь
mekanism:roadplasticblock:13, §dПурпурный Пластиковый путь
mekanism:roadplasticblock:14, §6Оранжевый Пластиковый путь
mekanism:roadplasticblock:15, §fБелый Пластиковый путь
mekanism:plasticfence:0, §8Черный Пластиковый забор
mekanism:plasticfence:1, §cКрасный Пластиковый забор
mekanism:plasticfence:2, §2Зеленый Пластиковый забор
mekanism:plasticfence:3, §6Коричневый Пластиковый забор
mekanism:plasticfence:4, §1Синий Пластиковый забор
mekanism:plasticfence:5, §5Фиолетовый Пластиковый забор
mekanism:plasticfence:6, §3Темно-Голубой Пластиковый забор
mekanism:plasticfence:7, §7Светло-Серый Пластиковый забор
mekanism:plasticfence:8, §8Серый Пластиковый забор
mekanism:plasticfence:9, §dРозовый Пластиковый забор
mekanism:plasticfence:10, §aСветло-Зеленый Пластиковый забор
mekanism:plasticfence:11, §eЖелтый Пластиковый забор
mekanism:plasticfence:12, §9Светло-Голубой Пластиковый забор
mekanism:plasticfence:13, §dПурпурный Пластиковый забор
mekanism:plasticfence:14, §6Оранжевый Пластиковый забор
mekanism:plasticfence:15, §fБелый Пластиковый забор
mekanism:saltblock, Блок соли
mekanismgenerators:solarpanel, Солнечная панель
mekanismgenerators:hohlraum, Реакционная камера
mekanismgenerators:turbineblade, Лезвие турбины
mekanismgenerators:generator:0, Тепловой генератор
mekanismgenerators:generator:1, Солнечный генератор
mekanismgenerators:generator:3, Газовый генератор
mekanismgenerators:generator:4, Биогенератор
mekanismgenerators:generator:5, Продвинутый солнечный генератор
mekanismgenerators:generator:6, Ветровая турбина
mekanismgenerators:generator:7, Ротор турбины
mekanismgenerators:generator:8, Вращательный комплекс
mekanismgenerators:generator:9, Электромагнитная катушка
mekanismgenerators:generator:10, Обшивка турбины
mekanismgenerators:generator:11, Порт турбины
mekanismgenerators:generator:12, Вентиль турбины
mekanismgenerators:generator:13, Насыщающий конденсатор
mekanismgenerators:reactor:0, Панель управления реактором
mekanismgenerators:reactor:1, Каркас реактора
mekanismgenerators:reactor:2, Порт реактора
mekanismgenerators:reactor:3, Логический адаптер реактора
mekanismgenerators:reactorglass:0, Стекло реактора
mekanismgenerators:reactorglass:1, Матрица лазерного фокуса
mekanismtools:woodpaxel, Деревянный мульти-инcтрумент
mekanismtools:stonepaxel, Каменный мульти-инcтрумент
mekanismtools:ironpaxel, Железный мульти-инcтрумент
mekanismtools:diamondpaxel, Алмазный мульти-инcтрумент
mekanismtools:goldpaxel, Золотой мульти-инcтрумент
mekanismtools:glowstonepickaxe, Светокаменная кирка
mekanismtools:glowstoneaxe, Светокаменный топор
mekanismtools:glowstoneshovel, Светокаменная лопата
mekanismtools:glowstonehoe, Светокаменная мотыга
mekanismtools:glowstonesword, Светокаменный меч
mekanismtools:glowstonepaxel, Светокаменный мульти-инcтрумент
mekanismtools:glowstonehelmet, Светокаменный шлем
mekanismtools:glowstonechestplate, Светокаменная кираса
mekanismtools:glowstoneleggings, Светокаменные поножи
mekanismtools:glowstoneboots, Светокаменные ботинки
mekanismtools:bronzepickaxe, Бронзовая кирка
mekanismtools:bronzeaxe, Бронзовый топор
mekanismtools:bronzeshovel, Бронзовая лопата
mekanismtools:bronzehoe, Бронзовая мотыга
mekanismtools:bronzesword, Бронзовый меч
mekanismtools:bronzepaxel, Бронзовый мульти-инcтрумент
mekanismtools:bronzehelmet, Бронзовый шлем
mekanismtools:bronzechestplate, Бронзовая кираса
mekanismtools:bronzeleggings, Бронзовые поножи
mekanismtools:bronzeboots, Бронзовые ботинки
mekanismtools:osmiumpickaxe, Осмиевая кирка
mekanismtools:osmiumaxe, Осмиевый топор
mekanismtools:osmiumshovel, Осмиевая лопата
mekanismtools:osmiumhoe, Осмиевая мотыга
mekanismtools:osmiumsword, Осмиевый меч
mekanismtools:osmiumpaxel, Осмиевый мульти-инcтрумент
mekanismtools:osmiumhelmet, Осмиевый шлем
mekanismtools:osmiumchestplate, Осмиевая кираса
mekanismtools:osmiumleggings, Осмиевые поножи
mekanismtools:osmiumboots, Осмиевые ботинки
mekanismtools:obsidianpickaxe, Обсидиановая кирка
mekanismtools:obsidianaxe, Обсидиановый топор
mekanismtools:obsidianshovel, Обсидиановая лопата
mekanismtools:obsidianhoe, Обсидиановая мотыга
mekanismtools:obsidiansword, Обсидиановый меч
mekanismtools:obsidianpaxel, Обсидиановый мульти-инcтрумент
mekanismtools:obsidianhelmet, Обсидиановый шлем
mekanismtools:obsidianchestplate, Обсидиановая кираса
mekanismtools:obsidianleggings, Обсидиановые поножи
mekanismtools:obsidianboots, Обсидиановые ботинки
mekanismtools:lapislazulipickaxe, Лазуритовая кирка
mekanismtools:lapislazuliaxe, Лазуритовый топор
mekanismtools:lapislazulishovel, Лазуритовая лопата
mekanismtools:lapislazulihoe, Лазуритовая мотыга
mekanismtools:lapislazulisword, Лазуритовый меч
mekanismtools:lapislazulipaxel, Лазуритовый мульти-инcтрумент
mekanismtools:lapislazulihelmet, Лазуритовый шлем
mekanismtools:lapislazulichestplate, Лазуритовая кираса
mekanismtools:lapislazulileggings, Лазуритовые поножи
mekanismtools:lapislazuliboots, Лазуритовые ботинки
mekanismtools:steelpickaxe, Стальная кирка
mekanismtools:steelaxe, Стальной топор
mekanismtools:steelshovel, Стальная лопата
mekanismtools:steelhoe, Стальная мотыга
mekanismtools:steelsword, Стальной меч
mekanismtools:steelpaxel, Стальной мульти-инcтрумент
mekanismtools:steelhelmet, Стальной шлем
mekanismtools:steelchestplate, Стальная кираса
mekanismtools:steelleggings, Стальные поножи
mekanismtools:steelboots, Стальные ботинки
powersuits:powerarmor_head, Силовой шлем
powersuits:powerarmor_torso, Силовая кираса
powersuits:powerarmor_legs, Силовые поножи
powersuits:powerarmor_feet, Силовые ботинки
powersuits:power_fist, Силовой кулак
powersuits:powerarmorcomponent:0, Провод
powersuits:powerarmorcomponent:1, Соленоид
powersuits:powerarmorcomponent:2, Серводвигатель
powersuits:powerarmorcomponent:3, Планёрное крыло
powersuits:powerarmorcomponent:4, Ионный двигатель
powersuits:powerarmorcomponent:5, Конденсатор низкого напряжения
powersuits:powerarmorcomponent:6, Конденсатор среднего напряжения
powersuits:powerarmorcomponent:7, Конденсатор высокого напряжения
powersuits:powerarmorcomponent:8, EV Конденсатор
powersuits:powerarmorcomponent:9, Парашют
powersuits:powerarmorcomponent:10, Основная обшивка
powersuits:powerarmorcomponent:11, Продвинутая обшивка
powersuits:powerarmorcomponent:12, Излучатель силового поля
powersuits:powerarmorcomponent:13, Излучатель голограммы
powersuits:powerarmorcomponent:14, Углеродное мышечное волокно
powersuits:powerarmorcomponent:15, Микросхема управления
powersuits:powerarmorcomponent:16, Гель из мышечного волокна
powersuits:powerarmorcomponent:17, Искусственные мышцы
powersuits:powerarmorcomponent:18, Панель солнечных батарей
powersuits:powerarmorcomponent:19, магнит
powersuits:powerarmorcomponent:20, Компьютерный чип
powersuits:powerarmorcomponent:21, Изолированный резиновый шланг
powersuits:tinkertable, Верстак для создания силовой брони
powersuits:luxcapacitor, Конденсатор света
thaumicterminal:item_part:0, Arcane Terminal
buildcraftcore:spring:0, Источник воды
buildcraftcore:spring:1, Источник нефти
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Чертёж (декорация)
buildcraftcore:decorated:2, Шаблон (декорация)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Лазер (декорация)
buildcraftcore:marker_volume, Метка
buildcraftcore:marker_path, Направляющая метка
buildcraftcore:engine:0, Двигатель на красном камне
buildcraftcore:engine:1, Двигатель Стирлинга
buildcraftcore:engine:2, Двигатель внутреннего сгорания
buildcraftcore:engine:3, Двигатель для творческого режима
buildcraftcore:wrench, Гаечный ключ
buildcraftcore:gear_wood, Деревянная шестерня
buildcraftcore:gear_stone, Каменная шестерня
buildcraftcore:gear_iron, Железная шестерня
buildcraftcore:gear_gold, Золотая шестерня
buildcraftcore:gear_diamond, Алмазная шестерня
buildcraftcore:paintbrush:64, Кисточка
buildcraftcore:paintbrush:0, §z§0§fБелый§r Кисточка
buildcraftcore:paintbrush:0, §z§1§6Оранжевый§r Кисточка
buildcraftcore:paintbrush:0, §z§2§dПурпурный§r Кисточка
buildcraftcore:paintbrush:0, §z§3§bГолубой§r Кисточка
buildcraftcore:paintbrush:0, §z§4§eЖёлтый§r Кисточка
buildcraftcore:paintbrush:0, §z§5§aЛаймовый§r Кисточка
buildcraftcore:paintbrush:0, §z§6§dРозовый§r Кисточка
buildcraftcore:paintbrush:0, §z§7§7Серый§r Кисточка
buildcraftcore:paintbrush:0, §z§8§7Светло-серый§r Кисточка
buildcraftcore:paintbrush:0, §z§9§3Бирюзовый§r Кисточка
buildcraftcore:paintbrush:0, §z§a§dФиолетовый§r Кисточка
buildcraftcore:paintbrush:0, §9§9Синий§r Кисточка
buildcraftcore:paintbrush:0, §z§c§6Коричневый§r Кисточка
buildcraftcore:paintbrush:0, §z§d§aЗелёный§r Кисточка
buildcraftcore:paintbrush:0, §z§e§cКрасный§r Кисточка
buildcraftcore:paintbrush:0, §0§7Чёрный§r Кисточка
buildcraftcore:list, Список
buildcraftcore:map_location:0, Карта расположения
buildcraftcore:marker_connector, Разъем маркера
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Хрупкий %s осколок
buildcraftbuilders:snapshot:2, Строительный проект
buildcraftbuilders:snapshot:0, Чертёж
buildcraftbuilders:schematic_single:0, Схема одного блока
buildcraftbuilders:filler_planner, Планировщик заполнения
buildcraftbuilders:filler, Заполнитель
buildcraftbuilders:builder, Строитель
buildcraftbuilders:architect, Стол архитектора
buildcraftbuilders:library, Библиотека проектов
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Каркас
buildcraftbuilders:quarry, Карьер
buildcrafttransport:pipe_structure:0, Структурная труба
buildcrafttransport:pipe_wood_item:0, Деревянная транспортная труба
buildcrafttransport:pipe_cobble_item:0, Булыжниковая транспортная труба
buildcrafttransport:pipe_stone_item:0, Каменная транспортная труба
buildcrafttransport:pipe_quartz_item:0, Кварцевая транспортная труба
buildcrafttransport:pipe_iron_item:0, Железная транспортная труба
buildcrafttransport:pipe_gold_item:0, Золотая транспортная труба
buildcrafttransport:pipe_clay_item:0, Глиняная транспортная труба
buildcrafttransport:pipe_sandstone_item:0, Песчаниковая транспортная труба
buildcrafttransport:pipe_void_item:0, Пустотная транспортная труба
buildcrafttransport:pipe_obsidian_item:0, Обсидиановая транспортная труба
buildcrafttransport:pipe_diamond_item:0, Алмазная транспортная труба
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Лазуритовая транспортная труба
buildcrafttransport:pipe_daizuli_item:0, Алмазуритовая транспортная труба
buildcrafttransport:pipe_emzuli_item:0, Изумуритовая транспортная труба
buildcrafttransport:pipe_stripes_item:0, Активная транспортная труба
buildcrafttransport:pipe_wood_fluid:0, Деревянная жидкостная труба
buildcrafttransport:pipe_cobble_fluid:0, Булыжниковая жидкостная труба
buildcrafttransport:pipe_stone_fluid:0, Каменная жидкостная труба
buildcrafttransport:pipe_quartz_fluid:0, Кварцевая жидкостная труба
buildcrafttransport:pipe_gold_fluid:0, Золотая жидкостная труба
buildcrafttransport:pipe_iron_fluid:0, Железная жидкостная труба
buildcrafttransport:pipe_clay_fluid:0, Глиняная жидкостная труба
buildcrafttransport:pipe_sandstone_fluid:0, Песчаниковая жидкостная труба
buildcrafttransport:pipe_void_fluid:0, Пустотная жидкостная труба
buildcrafttransport:pipe_diamond_fluid:0, Алмазная жидкостная труба
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Деревянная энергетическая труба
buildcrafttransport:pipe_cobble_power:0, Булыжниковая энергетическая труба
buildcrafttransport:pipe_stone_power:0, Каменная энергетическая труба
buildcrafttransport:pipe_quartz_power:0, Кварцевая энергетическая труба
buildcrafttransport:pipe_gold_power:0, Золотая энергетическая труба
buildcrafttransport:pipe_sandstone_power:0, Песчаниковая энергетическая труба
buildcraftcompat:pipe_item_propolis:0, Труба пчеловода
buildcrafttransport:filtered_buffer, Фильтр
buildcrafttransport:waterproof, Уплотнитель для труб
buildcrafttransport:plug_blocker, Заглушка для труб
buildcrafttransport:plug_power_adaptor, Энергетический адаптер
buildcrafttransport:wire:0, §z§0§fБелый§r Провод трубы
buildcrafttransport:wire:1, §z§1§6Оранжевый§r Провод трубы
buildcrafttransport:wire:2, §z§2§dПурпурный§r Провод трубы
buildcrafttransport:wire:3, §z§3§bГолубой§r Провод трубы
buildcrafttransport:wire:4, §z§4§eЖёлтый§r Провод трубы
buildcrafttransport:wire:5, §z§5§aЛаймовый§r Провод трубы
buildcrafttransport:wire:6, §z§6§dРозовый§r Провод трубы
buildcrafttransport:wire:7, §z§7§7Серый§r Провод трубы
buildcrafttransport:wire:8, §z§8§7Светло-серый§r Провод трубы
buildcrafttransport:wire:9, §z§9§3Бирюзовый§r Провод трубы
buildcrafttransport:wire:10, §z§a§dФиолетовый§r Провод трубы
buildcrafttransport:wire:11, §9§9Синий§r Провод трубы
buildcrafttransport:wire:12, §z§c§6Коричневый§r Провод трубы
buildcrafttransport:wire:13, §z§d§aЗелёный§r Провод трубы
buildcrafttransport:wire:14, §z§e§cКрасный§r Провод трубы
buildcrafttransport:wire:15, §0§7Чёрный§r Провод трубы
buildcraftsilicon:laser, Лазер
buildcraftsilicon:assembly_table, Сборочный стол
buildcraftsilicon:advanced_crafting_table, Сборочный верстак
buildcraftsilicon:integration_table, Стол интеграции
buildcraftsilicon:redstone_chipset:0, Микросхема из красного камня
buildcraftsilicon:redstone_chipset:1, Железная микросхема
buildcraftsilicon:redstone_chipset:2, Золотая микросхема
buildcraftsilicon:redstone_chipset:3, Кварцевая микросхема
buildcraftsilicon:redstone_chipset:4, Алмазная микросхема
buildcraftsilicon:gate_copier, Копировальщик гейтов
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Чёрный§r Линза
buildcraftsilicon:plug_lens:1, §z§e§cКрасный§r Линза
buildcraftsilicon:plug_lens:2, §z§d§aЗелёный§r Линза
buildcraftsilicon:plug_lens:3, §z§c§6Коричневый§r Линза
buildcraftsilicon:plug_lens:4, §9§9Синий§r Линза
buildcraftsilicon:plug_lens:5, §z§a§dФиолетовый§r Линза
buildcraftsilicon:plug_lens:6, §z§9§3Бирюзовый§r Линза
buildcraftsilicon:plug_lens:7, §z§8§7Светло-серый§r Линза
buildcraftsilicon:plug_lens:8, §z§7§7Серый§r Линза
buildcraftsilicon:plug_lens:9, §z§6§dРозовый§r Линза
buildcraftsilicon:plug_lens:10, §z§5§aЛаймовый§r Линза
buildcraftsilicon:plug_lens:11, §z§4§eЖёлтый§r Линза
buildcraftsilicon:plug_lens:12, §z§3§bГолубой§r Линза
buildcraftsilicon:plug_lens:13, §z§2§dПурпурный§r Линза
buildcraftsilicon:plug_lens:14, §z§1§6Оранжевый§r Линза
buildcraftsilicon:plug_lens:15, §z§0§fБелый§r Линза
buildcraftsilicon:plug_lens:16, §0§7Чёрный§r Фильтр
buildcraftsilicon:plug_lens:17, §z§e§cКрасный§r Фильтр
buildcraftsilicon:plug_lens:18, §z§d§aЗелёный§r Фильтр
buildcraftsilicon:plug_lens:19, §z§c§6Коричневый§r Фильтр
buildcraftsilicon:plug_lens:20, §9§9Синий§r Фильтр
buildcraftsilicon:plug_lens:21, §z§a§dФиолетовый§r Фильтр
buildcraftsilicon:plug_lens:22, §z§9§3Бирюзовый§r Фильтр
buildcraftsilicon:plug_lens:23, §z§8§7Светло-серый§r Фильтр
buildcraftsilicon:plug_lens:24, §z§7§7Серый§r Фильтр
buildcraftsilicon:plug_lens:25, §z§6§dРозовый§r Фильтр
buildcraftsilicon:plug_lens:26, §z§5§aЛаймовый§r Фильтр
buildcraftsilicon:plug_lens:27, §z§4§eЖёлтый§r Фильтр
buildcraftsilicon:plug_lens:28, §z§3§bГолубой§r Фильтр
buildcraftsilicon:plug_lens:29, §z§2§dПурпурный§r Фильтр
buildcraftsilicon:plug_lens:30, §z§1§6Оранжевый§r Фильтр
buildcraftsilicon:plug_lens:31, §z§0§fБелый§r Фильтр
buildcraftsilicon:plug_lens:32, Чистый Линза
buildcraftsilicon:plug_lens:33, Чистый Фильтр
buildcraftsilicon:plug_pulsar, Труба пульсар
buildcraftsilicon:plug_light_sensor, Световой датчик
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftfactory:autoworkbench_item, Автоматический верстак
buildcraftfactory:mining_well, Буровая установка
buildcraftfactory:pump, Помпа
buildcraftfactory:flood_gate, Шлюз
buildcraftfactory:tank, Цистерна
buildcraftfactory:chute, Воронка
buildcraftfactory:distiller, Дистиллятор
buildcraftfactory:heat_exchange, Теплообменник
buildcraftfactory:water_gel_spawn, Увлажнённая вода
buildcraftfactory:gel, Гелевая вода
buildcraftrobotics:zone_planner, Zone Planner
magicbees:beecomb:0, Мирские соты.name
magicbees:beecomb:1, Расплавленные соты.name
magicbees:beecomb:2, Оккультные соты.name
magicbees:beecomb:3, Потусторонние соты.name
magicbees:beecomb:4, Трансмутирующие соты.name
magicbees:beecomb:5, Papery Comb
